"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"72.1953125","36.16111054","2.60122326","9.521297542","10.63628763","41.68584516","4.206409502","17.25083221","1"
"77.3828125","39.1695276","2.213106287","7.49103005","17.27173913","48.32784746","3.183798985","9.779543823","1"
"74.8203125","54.30116159","1.777321041","2.123472569","52.96404682","76.96192786","1.231877612",".199027295","1"
"98.453125","43.74836772",".55690376",".545368928","1.401337793","14.52789261","12.95968536","186.5619246","0"
"75.953125","43.1075797","1.142332703","3.007318929","5.222408027","24.38005311","5.239661044","29.71430512","1"
"72.7421875","34.7300406","2.048370952","8.714217534","4.142140468","25.96337522","6.859046095","48.94787763","1"
"70.7421875","44.61278651","1.474642847","2.703270007","139.0451505","84.47013465","-.821681651","-.956543281","1"
"98.3359375","41.43901342",".30207623",".99507539","1.894648829","18.13851216","10.70562548","120.64214","0"
"76.8359375","44.27008325","1.883284618","4.619828099","1.822742475","14.56557142","12.68602242","182.2400012","1"
"71.359375","39.08079259","2.287652077","7.856506241","56.75334448","80.17684382",".955179239","-.646309295","1"
"72.3359375","41.20172883","2.290134316","7.29838129","35.80016722","61.18147822","1.891264727","2.913210965","1"
"98.03125","47.2288209",".735388834","1.379763576","3.264214047","18.4864252","7.807851855","72.81646974","0"
"75.734375","34.44594596","1.974610962","8.210833977","12.33277592","36.37485482","3.623148117","14.51918499","1"
"75.7265625","43.68543716","1.801754237","4.555957337","10.12792642","42.69567807","4.295452708","17.41990159","1"
"74.546875","39.23723108","2.382242416","7.96573733","13.0493311","44.73781003","3.707019777","13.32144303","1"
"73.78125","35.79475728","2.048063948","7.981250084","12.42056856","45.11667756","3.717838389","12.73231408","1"
"73","38.8882614","2.342840717","6.780450648","133.8787625","68.69177328","-.283185658","-.436295877","1"
"74.2578125","47.67389978","2.019289295","4.775811477","15.15468227","49.24629575","3.364227521","10.37875397","1"
"71.6875","37.18109188","2.41964783","9.425293376","13.37876254","45.80014587","3.709283857","13.24802578","1"
"98.1875","43.7745913",".445107873",".321881912","2.289297659","14.3029192","9.7158364","122.310139","0"
"77.0078125","47.94047352","1.236140289","1.925759578","22.07525084","55.06049597","2.468206375","4.924128865","1"
"71.3984375","47.29517349","1.317459045","2.340411994","17.1145485","46.86283003","3.070346153","9.405187883","1"
"75.5546875","44.96748975","1.906108429","4.063128989","26.87625418","57.57231664","2.250798135","4.096560177","1"
"71.8359375","41.58458574","1.36749263","3.81361683","2.822742475","21.74414967","8.886982961","83.68346619","1"
"74.1171875","51.94763305","1.738493959","2.645528543","9.326923077","35.35424141","4.593520548","21.91707398","1"
"76.9453125","39.99673983","2.180057856","6.701225373","35.3729097","62.64764289","1.833560009","2.580722771","1"
"71.9375","38.1859656","1.911070577","5.521995558","14.90719064","45.99168074","3.295937555","10.25347973","1"
"77.0859375","43.39193246","1.620462497","4.146347512","10.59615385","43.98006106","4.322443603","17.86023468","1"
"98.3828125","43.66297078",".434084252",".598112928","1.862876254","18.07586927","10.77505069","122.4319702","0"
"76.0546875","48.4383159","1.556953438","2.913279964","15.24414716","44.70096395","3.087893349","8.995598149","1"
"76.0390625","39.01390024","1.434969928","4.490879432","8.325250836","39.12464514","4.763161186","21.51571145","1"
"98.359375","36.1809114",".471384668","2.51355235","2.657190635","14.66400298","8.445619819","98.23046661","0"
"98.09375","37.80386007",".39571076","1.395818277","2.179765886","16.42120006","11.17594922","144.6671954","0"
"70.8828125","41.35547521","1.667338589","4.096050525","3.737458194","24.97697203","7.24159125","54.59931547","1"
"72.8984375","33.10962847","2.619937523","10.45170371","5.538461538","29.14683205","6.137965398","39.54969006","1"
"98.2734375","52.77957033",".563964683",".073235113","2.384615385","17.49536673","9.66908759","106.2251018","0"
"98.46875","43.34886415",".671160269","1.106154603","1.107023411","12.21081204","13.46104501","212.7284179","0"
"98.3203125","41.64075032",".548988838",".77419789","2.256688963","14.93889999","9.398463953","111.4272709","0"
"98.453125","35.87170267",".467006907","2.062100748","3.143812709","18.41738455","8.247023884","80.27321076","0"
"73.984375","37.10521029","2.376438269","9.123434695","9.043478261","38.01838733","4.782036575","22.81484998","1"
"98.3828125","45.34711972",".40531548",".366485922",".555183946","9.568069715","20.75057386","479.8905497","0"
"98.2578125","49.32564719",".293144199","-.030545219","1.719899666","12.16302192","11.7732107","189.0448479","0"
"98.09375","45.74307282",".399951971",".808469975","6.93812709","33.29948503","5.131555143","26.3394366","0"
"73.984375","36.52053882","1.564606015","5.44133577","22.13545151","55.67129143","2.36442332","4.150410047","1"
"75.171875","42.48641499","1.80484713","3.566891849","31.56020067","64.44251973","1.89372216","2.244264134","1"
"75.1015625","35.11918098","2.198113989","8.981400545","20.89464883","54.02381432","2.580942125","5.568507205","1"
"98.1796875","46.04421",".246978799",".183764546","8.843645485","37.62948394","4.469282858","19.53470528","0"
"71.5","54.94741805","1.771012709","2.65133641","33.94899666","65.00634063","1.865206671","2.211822965","1"
"98.015625","42.11015769",".422574118",".599916443",".613712375","11.47774986","19.66316299","392.4915111","0"
"75.5","47.71562899","1.76685161","3.40732993","13.19063545","42.67672812","3.817963177","14.92776886","1"
"72.734375","38.52809129","2.195396957","6.201500447","62.4632107","77.51439278",".913483452","-.483853847","1"
"98.203125","48.09355456",".318348374",".307241909","2.759197324","15.06137524","8.453216591","95.63924102","0"
"76.203125","34.00238029","2.728196286","11.58263469","9.819397993","37.3220078","4.36065288","19.96643129","1"
"75.1484375","32.65374448","1.827778633","8.703206085","8.474916388","33.74887893","4.537529421","20.98387016","1"
"98.078125","44.48588424",".534089898",".684262986","1.31270903","11.72536366","14.44056361","254.493458","0"
"71.3984375","40.67906784","2.262237471","6.299382891","31.65551839","64.225903","1.965983617","2.714476897","1"
"98.0078125","43.60520613",".55060811","1.294496906","4.053511706","26.4210279","7.044363412","50.97685576","0"
"76.3046875","40.31759824","1.586844849","5.187632711","9.080267559","35.21216504","4.561970169","21.33031538","1"
"76.1171875","35.04230058","1.554362622","6.395422289","3.465719064","23.74138806","8.109397541","69.62443497","1"
"74.8515625","34.83534705","2.04966648","8.119674898","5.142140468","27.71320267","6.052581482","38.39563433","1"
"72.1875","44.78642896","1.304482718","1.868594118","51.72408027","77.90452172","1.173436443","-.14022268","1"
"75.53125","38.67067233","1.80386797","5.474289821","21.51839465","54.84521085","2.694580166","6.3625074","1"
"71.4765625","36.95287642","1.637756192","5.393193613","13.47993311","46.38506238","3.515557748","11.37696003","1"
"73.5390625","40.74691368","2.112812213","6.641841987","63.80100334","82.60621337",".928496758","-.63564034","1"
"72.421875","65.80185804","1.281297543",".322215442","40.99080268","65.26929614","1.594013226","1.329665473","1"
"73.4296875","35.64510038","1.891876111","8.195140975","5.614548495","31.35826139","6.01544618","36.39483966","1"
"72.3984375","31.99104851","2.675793254","11.95903647","17.67391304","50.81199219","3.161199739","9.063753073","1"
"72.5546875","43.58268159","1.195781848","2.473270911","6.727424749","34.66421753","5.413840112","29.12908212","1"
"76.21875","46.77571778","1.13390683","1.858365377","50.63545151","77.10642353","1.185710659","-.176323017","1"
"98.0703125","50.2747426",".54293304",".15306253","3.090301003","21.26961514","7.563348813","60.53945742","0"
"98.0390625","36.08592228",".391497659","2.043656884","2.693143813","20.97777897","8.978333499","86.87583791","0"
"98.0546875","45.93580925",".427399681",".833560533","4.282608696","27.19375663","6.75444863","46.33349793","0"
"76.671875","50.07230855","1.797571445","3.100705383","1.289297659","11.07083845","16.43405227","314.1971868","1"
"72.0546875","37.43396448","1.649153423","5.55712166","12.61622074","42.82000171","3.663286652","13.10299744","1"
"98.3203125","47.95358003",".266121018",".066701073","2.909698997","21.51813903","8.03549772","67.2571929","0"
"76.984375","38.75181132","1.826030547","5.523773471","16.34698997","49.72199468","3.224441853","9.602500249","1"
"76.5625","34.82854208","1.676975263","6.162479347","49.52759197","75.23797301","1.114572564","-.362441344","1"
"71.4453125","36.57415596","1.744121889","6.695118921","13.02508361","44.70222219","3.485496868","11.09146294","1"
"75.953125","36.5371941","1.297816277","4.684747694","21.49665552","55.045261","2.390368408","4.292564197","1"
"70.984375","47.46281182","1.698129534","3.342902637","6.898829431","30.63443914","5.769658132","35.77648585","1"
"98.09375","43.00879952",".68491027","1.115615204","7.115384615","38.87031518","5.314398251","26.44545656","0"
"98.3984375","40.10539627",".487281712",".918916438","1.171404682","14.27149151","13.19960584","184.4080459","0"
"76.890625","43.79162919","1.390849204","2.472939287","5.550167224","29.8579131","6.281987155","40.44384599","1"
"77.4921875","36.01041431","1.873516582","6.508272461","8.030936455","37.25241407","5.081888401","25.68390631","1"
"98.15625","38.22454985",".555301355","1.645971409","2.095317726","17.05350457","10.12005992","117.0766344","0"
"98.0078125","41.79778255",".24467115",".794323958","6.501672241","36.97254469","5.532897088","28.75037412","0"
"98.46875","51.94316869",".434824514",".131233248","8.747491639","43.30858534","4.763252779","20.7649672","0"
"74.2421875","35.31769787","2.193684838","9.04864641","38.51254181","77.83778912","1.600997903",".747279614","1"
"76.9140625","36.93618385","2.570964167","8.845907679","21.83946488","51.94259097","2.693119868","6.889208363","1"
"75.5703125","31.90383098","1.882443041","8.925853354","13.46070234","44.45868355","3.338827957","10.06191759","1"
"98.4453125","42.7384503",".820056637","1.716349253","3.816053512","21.51929079","8.14142665","75.13799205","0"
"98.40625","51.29075171",".421885323","-.158078573","3.683946488","23.99659486","7.378553667","57.7714801","0"
"98.2265625","37.71505312",".18463058","1.7150941","6.113712375","29.29686788","5.347528372","29.82023082","0"
"98.1796875","47.38661362",".351102103",".443512956","1.578595318","12.25992234","12.03337175","188.3991284","0"
"98.0078125","46.20868021",".420598477",".642508806","4.5409699","20.45394109","5.979902151","43.12693476","0"
"71.5859375","33.70518491","2.816973782","12.34781475","30.44481605","70.39489282","2.103614391","2.836092635","1"
"74.6328125","44.24114867",".996855022","1.839553111","32.30769231","62.66735967","1.903619852","2.378535032","1"
"98.09375","47.93508591",".388644925","-.1035537","1.954849498","14.36805851","9.545054443","114.7976518","0"
"98.15625","47.33267197",".415051328",".36952738","2.454849498","16.93185639","10.13076016","120.7322378","0"
"98.09375","45.02801862",".701252502","1.276271362","2.549331104","20.20716473","8.859938231","82.98623672","0"
"73.515625","30.01874008","2.679638322","12.54898853","6.85451505","34.94638375","5.515590222","30.32201694","1"
"98.2890625","43.90226225",".677655234","1.097664088","2.56270903","18.55986195","9.72517806","105.4423705","0"
"71.671875","38.3169572","2.442415667","8.106835426","4.842809365","27.5691658","6.880068839","49.68101026","1"
"71.4140625","40.51900159","1.582277875","4.229061893","8.204849498","39.56497146","5.194352095","26.09292347","1"
"98.359375","46.30178425",".567757337",".182466129",".837792642","12.74730386","16.94832782","305.536961","0"
"75.5859375","34.38625437","2.02549836","8.652912976","3.765050167","21.89704893","7.048188633","55.87879143","1"
"98.046875","41.85351303",".440625145","1.185744487",".852842809","9.908363597","17.78123694","393.1010114","0"
"76.96875","41.42876746","2.108866449","6.045174894","30.04264214","60.05531749","2.144710526","3.704627298","1"
"98.1875","45.48931021",".282672503",".326500593","1.701505017","13.38722365","10.47971455","140.6119607","0"
"98.2265625","44.63921602",".742023582",".989412033","33.21488294","67.03263678","1.753288899","1.541358981","0"
"98.34375","34.5648027",".551081961","2.731646256","3.675585284","22.78032594","7.127793532","54.83429433","0"
"75.2734375","37.58505247","2.059460342","8.129109513","25.41053512","61.75218455","2.369785715","4.301688043","1"
"98.0234375","44.20167998",".478052443",".938276258","2.005852843","17.36565632","9.625768541","100.4557296","0"
"76.265625","43.46361344","1.894294986","4.563727142","4.655518395","26.16049118","6.785014401","48.36674396","1"
"98.3984375","39.97681747","1.06584827","1.972204387","34.44732441","67.83758443","1.731606462","1.487372276","0"
"70.90625","40.10093466","1.85835033","6.236208764","28.2909699","63.04153182","2.122816162","3.142798023","1"
"72.2109375","34.21545985","1.712771666","7.033579384","14.20150502","45.39485294","3.140701444","8.531172145","1"
"98.4609375","42.49777611",".539861221","1.001518597","4.16638796","24.72111822","6.714720049","47.53562718","0"
"98.3125","47.7918256",".353420536",".234491537",".922240803","11.46004286","16.46362891","308.9553878","0"
"74.109375","40.59310948","1.696825468","5.157732788","12.1764214","43.951381","3.92744644","14.74880851","1"
"98.0390625","46.5240869",".749107372","1.201046515","4.171404682","23.14506134","7.095852635","57.05146302","0"
"98.453125","45.09172239",".359795959",".077335396","4.859531773","28.98639401","6.1586063","37.56786759","0"
"75.8125","46.96720099","1.623910841","3.116579971","134.4874582","86.85156682","-.405338234","-1.333759605","1"
"75.4375","38.48330604","1.624541213","5.284175857","5.531772575","31.36855828","6.17166674","38.35373117","1"
"72.65625","34.34781596","2.81900457","11.73185348","7.4590301","33.43391866","5.142988304","27.54852764","1"
"76.046875","35.90022183","1.690227856","5.954116332","4.638795987","29.66484975","6.654852618","44.1848469","1"
"75.6796875","44.5385952","1.663576958","3.656040386","64.81354515","82.02374147",".94238102","-.561960661","1"
"72.671875","39.71403825","1.736562187","5.300701134","20.54765886","59.07871488","2.757302468","6.050100986","1"
"71.703125","40.93771171","2.19313368","6.936617628","22.97157191","50.99425367","2.68847042","6.795146855","1"
"98.4375","44.8003819",".68581547","1.212872514","113.0668896","87.8158449","-.196021878","-1.531159815","0"
"98.1171875","47.24249628",".507692023",".477660215","1.412207358","14.91373696","12.08265401","158.9768746","0"
"98.0703125","42.60761808",".456261698",".806702186","2.006688963","14.47209131","9.673463355","118.8746057","0"
"98.171875","48.8055948",".311807442",".14781196","2.223244147","16.20431303","10.20320948","122.7766317","0"
"77.0234375","44.50675244","1.268602281","2.605826138","7.808528428","36.83023007","5.181513792","26.51027772","1"
"98.3046875","45.97716121",".479497487",".232316933","2.734113712","16.18185346","8.953150254","102.9037382","0"
"71.78125","30.01898813","2.776655756","13.22299011","20.20986622","52.92752604","2.772906057","6.809021685","1"
"71.5546875","39.39797119","1.800950705","5.818561928","4.835284281","26.45508832","6.291798542","42.25289482","1"
"98.390625","43.89195441",".323618327",".327439929","2.095317726","13.63852298","9.638532337","125.5199935","0"
"76.6171875","38.16004969","1.72805597","5.587436324","13.74080268","47.20351626","3.643666489","12.48082938","1"
"98.2578125","34.76421609",".539510323","2.536694163","1.85451505","16.05406536","10.18373573","115.6247767","0"
"98.4140625","44.89650031",".374743557",".437025762","2.580267559","17.98701906","8.726506806","85.89132857","0"
"98.4453125","57.02806444",".555521009","-.472316151","5.628762542","28.00882521","5.860684818","36.79069151","0"
"77.4609375","40.54220454","2.135287566","5.697781332","1.044314381","11.21225184","18.34357426","375.3974277","1"
"71.1953125","29.1687061","2.969223144","15.0879771","11.08361204","43.12914842","3.907151901","14.36515482","1"
"98.4609375","53.25277316",".642311968",".139273727","2.408026756","19.70011126","10.13553755","108.12511","0"
"76.5078125","55.00269824","1.77634624","2.583850808","112.0978261","98.19647714","-.133006897","-1.826204713","1"
"98.28125","48.40760166",".375384941","-.097127585","2.344481605","14.47492566","10.00384455","130.3938073","0"
"74.4765625","40.71028833","1.41764242","4.449731236","33.63294314","71.46043332","1.814685721","1.601792036","1"
"74.75","35.62719292","1.940598346","7.212272329","20.44648829","57.34162116","2.659362214","5.527675903","1"
"98.1484375","49.37232427",".512762891",".250036206","4.136287625","21.37741723","6.422328364","46.96719493","0"
"98.46875","40.45134761",".314458878",".886810107","1.683946488","13.0465635","13.48958878","227.4718075","0"
"98.1171875","37.4091861",".354642829","1.6253483","2.234949833","15.03493644","9.766005614","119.4941393","0"
"77.0703125","39.00063773","1.884420819","6.372177552","38.51755853","65.74105883","1.589513212","1.285345583","1"
"98.125","44.36249824",".645846177","1.329284173","2.388795987","15.97589661","9.04358771","97.94786658","0"
"98.1640625","47.36325338",".346891713","-.096144748","2.255016722","14.22246856","9.389558801","116.2830118","0"
"98.2265625","42.83420341",".503230841",".841410874","1.127926421","12.00374201","15.55991254","275.7479629","0"
"98.421875","40.22215834",".624711588","1.168509572","1.959866221","13.74620877","10.41156141","137.2464736","0"
"98.421875","50.167471",".493549978",".214733648","1.852842809","12.48959769","10.98025263","166.6179693","0"
"98.40625","34.57677994",".517769798","2.603733171","1.154682274","13.88800112","14.57323849","232.0665678","0"
"98.390625","48.1907399",".301318214","-.038153401","1.7909699","16.39575722","10.72822455","126.642323","0"
"98.3828125","39.79618408",".111079803","1.298151172","2.290133779","20.43130925","9.439195408","90.89344445","0"
"98.09375","38.97704403",".818397768","2.021001839","3.609531773","20.54476822","7.56703401","68.56471794","0"
"98.171875","43.36060809",".36203417",".476510772","2.429765886","15.30479356","10.39669914","135.7715116","0"
"98.34375","47.32639946",".536680043",".721011867","4.131270903","30.25145993","7.221302937","50.40818108","0"
"98.4375","46.76816993",".314367637",".155035971","2.56270903","14.92389548","8.56938439","96.82798572","0"
"74.8515625","40.67421823","2.386679041","7.828106505","33.18227425","65.2966876","1.996087475","2.830099501","1"
"98.3828125","42.35695063",".349720099",".968920935","4.902173913","28.65078568","6.231565767","39.50119118","0"
"98.0234375","43.88718934",".804605373","1.78545698","2.140468227","15.29100117","11.01720316","145.7465011","0"
"98.359375","40.32228261",".547300419","1.160901727","1.183110368","12.78242479","13.35282571","206.3939204","0"
"98.0703125","44.93122933",".527455083",".797061802","72.40635452","83.80712504",".43944868","-1.548873901","0"
"98.0390625","51.0917377",".470081983","-.17304636","2.198160535","12.9874533","9.834083476","140.167081","0"
"98.3671875","36.41039324",".251502432","1.982135966","2.775919732","17.02560403","8.04138537","77.70038576","0"
"98.015625","44.84661086",".649316918",".965570714","3.432274247","19.89910828","7.078860305","58.06248628","0"
"98.203125","41.08572581",".512071407","1.590518493","3.859531773","24.66817241","6.909220935","50.01461365","0"
"98.171875","49.16666639",".565500365",".516085295","2.264214047","17.16116085","9.237820215","97.03388479","0"
"98.375","35.61249781",".466003201","2.506066216","1.029264214","12.67829287","14.42875989","228.951895","0"
"98.0625","41.22210231",".569231803",".913229763","2.54264214","18.40329568","8.911143889","88.99337261","0"
"98.3984375","39.89426256",".355472378","1.479615084","4.084448161","21.65510419","6.472466451","47.47906144","0"
"98.203125","35.15109337",".615164856","2.365818171","2.602006689","15.25152975","8.414598523","92.12265155","0"
"98.3984375","38.68489285",".309009591","1.338890885","3.319397993","21.78985201","8.000014258","70.62904202","0"
"98.1953125","41.38803771",".494908323",".943452912","13.32274247","49.2462706","3.451562249","10.02946519","0"
"74.484375","38.73245255","1.442538553","4.753955877","5.420568562","29.3469252","5.828484084","34.52274251","1"
